sample_id,listener_name,score
VoiceMOS2023Track2-T02-SM1-IDF1-30012,bgz8qdA9QPVN,5
VoiceMOS2023Track2-T02-SM1-IDF1-30012,q1b8yMgj8ePE,4
VoiceMOS2023Track2-T02-SM1-IDF1-30014,75LQLwA64wyp,3
VoiceMOS2023Track2-T02-SM1-IDF1-30014,9xV4WOYx4anW,3
VoiceMOS2023Track2-T02-SM1-IDF1-30014,D7G8kJg6QoJg,3
VoiceMOS2023Track2-T02-SM1-IDF1-30014,RAGKXPRJKV2k,5
VoiceMOS2023Track2-T02-SM1-IDF1-30014,Xv04EmEd4MJE,3
VoiceMOS2023Track2-T02-SM1-IDF1-30014,bgz8qRADKPVN,3
VoiceMOS2023Track2-T02-SM1-IDF1-30015,10q8rwn1K2gE,3
VoiceMOS2023Track2-T02-SM1-IDF1-30015,75LQLXAgQwyp,5
VoiceMOS2023Track2-T02-SM1-IDF1-30015,Eam8zneP87Mx,5
VoiceMOS2023Track2-T02-SM1-IDF1-30015,MOdKoBAv87L9,3
VoiceMOS2023Track2-T02-SM1-IDF1-30015,oXn8vyEeQGYl,5
VoiceMOS2023Track2-T02-SM1-IDF1-30016,3kG8YNAbK6LP,5
VoiceMOS2023Track2-T02-SM1-IDF1-30016,D7G8kJnDQoJg,4
VoiceMOS2023Track2-T02-SM1-IDF1-30016,WRm85LbPQDqA,5
VoiceMOS2023Track2-T02-SM1-IDF1-30016,bgz8qdA9QPVN,5
VoiceMOS2023Track2-T02-SM1-IDF1-30016,kbJ4lXvR4NpM,4
VoiceMOS2023Track2-T02-SM1-IDF1-30016,q1b8yM5L8ePE,4
VoiceMOS2023Track2-T02-SM1-IDF1-30017,15dQnB0gQOxP,4
VoiceMOS2023Track2-T02-SM1-IDF1-30017,3N78G05PKJPn,2
VoiceMOS2023Track2-T02-SM1-IDF1-30017,3kG8YN3WK6LP,5
VoiceMOS2023Track2-T02-SM1-IDF1-30017,WRm85VRlKDqA,5
VoiceMOS2023Track2-T02-SM1-IDF1-30017,dXkQweq5Kr36,5
VoiceMOS2023Track2-T02-SM1-IDF1-30017,jzV4JbAo42R7,4
VoiceMOS2023Track2-T02-SM1-IDF1-30017,kbJ4lXaz4NpM,4
VoiceMOS2023Track2-T02-SM1-IDF1-30018,10q8rzAk82gE,4
VoiceMOS2023Track2-T02-SM1-IDF1-30018,9xV4WO3x4anW,4
VoiceMOS2023Track2-T02-SM1-IDF1-30018,Px249bZMQkgb,4
VoiceMOS2023Track2-T02-SM1-IDF1-30018,Xv04Em2X4MJE,4
VoiceMOS2023Track2-T02-SM1-IDF1-30018,pkdQmJn38Z1N,4
VoiceMOS2023Track2-T02-SM1-IDF1-30019,03586EVjQvMB,5
VoiceMOS2023Track2-T02-SM1-IDF1-30019,DEN4P9dVQJkP,3
VoiceMOS2023Track2-T02-SM1-IDF1-30019,DgqQ2OMv8AMo,4
VoiceMOS2023Track2-T02-SM1-IDF1-30019,Gjy4NVmo46Pb,5
VoiceMOS2023Track2-T02-SM1-IDF1-30019,WRm85LG2QDqA,4
VoiceMOS2023Track2-T02-SM1-IDF1-30019,q1b8yMPL8ePE,5
VoiceMOS2023Track2-T02-SM1-IDF1-30020,21eKjJ60KOBq,4
VoiceMOS2023Track2-T02-SM1-IDF1-30020,921KVPdmQEXJ,4
VoiceMOS2023Track2-T02-SM1-IDF1-30020,MA1KMB3b4jVp,5
VoiceMOS2023Track2-T02-SM1-IDF1-30020,VDmQ7AbEK1Yg,3
VoiceMOS2023Track2-T02-SM1-IDF1-30020,lVX8O90d4p9n,4
VoiceMOS2023Track2-T02-SM1-IDF1-30020,xND8xleg8LRG,5
VoiceMOS2023Track2-T02-SM1-IDF1-30021,DgqQ2O0v8AMo,3
VoiceMOS2023Track2-T02-SM1-IDF1-30021,DgqQ2XY9KAMo,4
VoiceMOS2023Track2-T02-SM1-IDF1-30021,RAGKXPOdKV2k,5
VoiceMOS2023Track2-T02-SM1-IDF1-30021,VbPKepBp83e6,5
VoiceMOS2023Track2-T02-SM1-IDF1-30021,VbPKepYz83e6,5
VoiceMOS2023Track2-T02-SM1-IDF1-30021,XlR8d5aXKvyg,3
VoiceMOS2023Track2-T02-SM1-IDF1-30021,eMw8ByAmQGa6,4
VoiceMOS2023Track2-T02-SM1-IDF1-30022,10q8rw6NK2gE,5
VoiceMOS2023Track2-T02-SM1-IDF1-30022,21eKjJkeKOBq,5
VoiceMOS2023Track2-T02-SM1-IDF1-30022,MOdKoRx987L9,5
VoiceMOS2023Track2-T02-SM1-IDF1-30022,PZ643LrlQA7y,3
VoiceMOS2023Track2-T02-SM1-IDF1-30022,ZxdQpXAXQJlr,4
VoiceMOS2023Track2-T02-SM1-IDF1-30022,lVX8O9534p9n,5
VoiceMOS2023Track2-T02-SM1-IDF1-30022,pkdQmXAq4Z1N,5
VoiceMOS2023Track2-T02-SM1-IDM1-30001,03586LO64vMB,5
VoiceMOS2023Track2-T02-SM1-IDM1-30001,75LQLXDxQwyp,4
VoiceMOS2023Track2-T02-SM1-IDM1-30001,9xV4WOLl4anW,3
VoiceMOS2023Track2-T02-SM1-IDM1-30001,WRm85Lb1QDqA,5
VoiceMOS2023Track2-T02-SM1-IDM1-30001,bgz8qRJdKPVN,3
VoiceMOS2023Track2-T02-SM1-IDM1-30001,rEG8ZeXpQObN,3
VoiceMOS2023Track2-T02-SM1-IDM1-30002,3kG8YNL7K6LP,3
VoiceMOS2023Track2-T02-SM1-IDM1-30002,Oye4AP1lK7vG,3
VoiceMOS2023Track2-T02-SM1-IDM1-30002,bgz8qReDKPVN,3
VoiceMOS2023Track2-T02-SM1-IDM1-30002,mPgK0Avn4X76,2
VoiceMOS2023Track2-T02-SM1-IDM1-30002,q1b8yM2o8ePE,4
VoiceMOS2023Track2-T02-SM1-IDM1-30002,rXG81eA08LJN,4
VoiceMOS2023Track2-T02-SM1-IDM1-30003,3kG8YNWxK6LP,3
VoiceMOS2023Track2-T02-SM1-IDM1-30003,MNZ8D2M24B9Y,5
VoiceMOS2023Track2-T02-SM1-IDM1-30003,WRm85VRlKDqA,2
VoiceMOS2023Track2-T02-SM1-IDM1-30003,jzV4JyD5K2R7,5
VoiceMOS2023Track2-T02-SM1-IDM1-30003,jzV4JyreK2R7,4
VoiceMOS2023Track2-T02-SM1-IDM1-30003,pkdQmJ738Z1N,3
VoiceMOS2023Track2-T02-SM1-IDM1-30004,03586LXq4vMB,3
VoiceMOS2023Track2-T02-SM1-IDM1-30004,VDmQ7LG681Yg,3
VoiceMOS2023Track2-T02-SM1-IDM1-30004,bgz8qdAeQPVN,4
VoiceMOS2023Track2-T02-SM1-IDM1-30004,eMw8Bqk2QGa6,5
VoiceMOS2023Track2-T02-SM1-IDM1-30004,kbJ4lXAz4NpM,4
VoiceMOS2023Track2-T02-SM1-IDM1-30004,mPgK0BEqQX76,5
VoiceMOS2023Track2-T02-SM1-IDM1-30004,oXn8vVAk8GYl,4
VoiceMOS2023Track2-T02-SM1-IDM1-30005,921KVP3lQEXJ,5
VoiceMOS2023Track2-T02-SM1-IDM1-30005,Oye4AOAz87vG,4
VoiceMOS2023Track2-T02-SM1-IDM1-30005,VDmQ7Lwy81Yg,3
VoiceMOS2023Track2-T02-SM1-IDM1-30005,WRm85VRxKDqA,5
VoiceMOS2023Track2-T02-SM1-IDM1-30005,bgL4b2y54jvA,5
VoiceMOS2023Track2-T02-SM1-IDM1-30005,ovRKaDZd83kG,5
VoiceMOS2023Track2-T02-SM1-IDM1-30005,ovRKaDrd83kG,4
VoiceMOS2023Track2-T02-SM1-IDM1-30007,10q8rwX1K2gE,5
VoiceMOS2023Track2-T02-SM1-IDM1-30007,DgqQ2XY2KAMo,3
VoiceMOS2023Track2-T02-SM1-IDM1-30007,MNZ8D2Aw4B9Y,3
VoiceMOS2023Track2-T02-SM1-IDM1-30007,RAGKXNyaQV2k,4
VoiceMOS2023Track2-T02-SM1-IDM1-30007,WRm85LP2QDqA,4
VoiceMOS2023Track2-T02-SM1-IDM1-30007,ovRKaDL283kG,4
VoiceMOS2023Track2-T02-SM1-IDM1-30007,pkdQmJV38Z1N,5
VoiceMOS2023Track2-T02-SM1-IDM1-30008,Oye4APwrK7vG,5
VoiceMOS2023Track2-T02-SM1-IDM1-30008,eMw8Bq9bQGa6,4
VoiceMOS2023Track2-T02-SM1-IDM1-30008,mPgK0B0ZQX76,5
VoiceMOS2023Track2-T02-SM1-IDM1-30008,xND8xlAg8LRG,5
VoiceMOS2023Track2-T02-SM1-IDM1-30008,xND8xoAvQLRG,5
VoiceMOS2023Track2-T02-SM1-IDM1-30009,Gjy4NVBg46Pb,4
VoiceMOS2023Track2-T02-SM1-IDM1-30009,MA1KMBej4jVp,4
VoiceMOS2023Track2-T02-SM1-IDM1-30009,MOdKoBAv87L9,4
VoiceMOS2023Track2-T02-SM1-IDM1-30009,jzV4JyZOK2R7,5
VoiceMOS2023Track2-T02-SM1-IDM1-30009,mPgK0BO1QX76,4
VoiceMOS2023Track2-T02-SM1-IDM1-30009,oXn8vyAgQGYl,5
VoiceMOS2023Track2-T02-SM1-IDM1-30010,Px249bGMQkgb,3
VoiceMOS2023Track2-T02-SM1-IDM1-30010,eB78grjbQJ2A,5
VoiceMOS2023Track2-T02-SM1-IDM1-30010,jzV4JbA642R7,2
VoiceMOS2023Track2-T02-SM1-IDM1-30010,mPgK0BOLQX76,4
VoiceMOS2023Track2-T02-SM1-IDM1-30010,q1b8yjAOKePE,2
VoiceMOS2023Track2-T02-SM1-IDM1-30010,rXG81e1J8LJN,5
VoiceMOS2023Track2-T02-SM1-IDM1-30011,21eKjJAzKOBq,4
VoiceMOS2023Track2-T02-SM1-IDM1-30011,921KVPlwQEXJ,4
VoiceMOS2023Track2-T02-SM1-IDM1-30011,D7G8kJqDQoJg,4
VoiceMOS2023Track2-T02-SM1-IDM1-30011,VbPKe7A5Q3e6,3
VoiceMOS2023Track2-T02-SM1-IDM1-30011,eB78grALQJ2A,4
VoiceMOS2023Track2-T02-SM1-IDM1-30012,21eKjJV0KOBq,3
VoiceMOS2023Track2-T02-SM1-IDM1-30012,3N78G0pmKJPn,5
VoiceMOS2023Track2-T02-SM1-IDM1-30012,75LQLXmwQwyp,5
VoiceMOS2023Track2-T02-SM1-IDM1-30012,MNZ8D2d24B9Y,3
VoiceMOS2023Track2-T02-SM1-IDM1-30012,RAGKXPddKV2k,4
VoiceMOS2023Track2-T02-SM1-IDM1-30012,eMw8ByAYQGa6,4
VoiceMOS2023Track2-T02-SM1-IDM1-30014,RAGKXNy2QV2k,3
VoiceMOS2023Track2-T02-SM1-IDM1-30014,VbPKepOB83e6,5
VoiceMOS2023Track2-T02-SM1-IDM1-30014,WRm85LBwQDqA,4
VoiceMOS2023Track2-T02-SM1-IDM1-30014,XlR8d5OmKvyg,4
VoiceMOS2023Track2-T02-SM1-IDM1-30014,kbJ4lXxx4NpM,5
VoiceMOS2023Track2-T02-SM1-IDM1-30014,ovRKapbD83kG,3
VoiceMOS2023Track2-T02-SM1-IDM1-30015,10q8rwbdK2gE,4
VoiceMOS2023Track2-T02-SM1-IDM1-30015,D7G8kJm2QoJg,1
VoiceMOS2023Track2-T02-SM1-IDM1-30015,VDmQ7Lqb81Yg,5
VoiceMOS2023Track2-T02-SM1-IDM1-30015,WRm85VRxKDqA,3
VoiceMOS2023Track2-T02-SM1-IDM1-30015,q1b8yjAJKePE,3
VoiceMOS2023Track2-T02-SM1-IDM1-30015,rXG81eWx8LJN,2
VoiceMOS2023Track2-T02-SM1-IDM1-30016,921KVPRmQEXJ,4
VoiceMOS2023Track2-T02-SM1-IDM1-30016,MNZ8D2d94B9Y,5
VoiceMOS2023Track2-T02-SM1-IDM1-30016,VDmQ7LZ681Yg,3
VoiceMOS2023Track2-T02-SM1-IDM1-30016,Xv04Emld4MJE,5
VoiceMOS2023Track2-T02-SM1-IDM1-30016,ZxdQpXAXQJlr,3
VoiceMOS2023Track2-T02-SM1-IDM1-30016,lVX8O9AZ4p9n,4
VoiceMOS2023Track2-T02-SM1-IDM1-30016,pkdQmXAN4Z1N,4
VoiceMOS2023Track2-T02-SM1-IDM1-30017,WRm85VRlKDqA,4
VoiceMOS2023Track2-T02-SM1-IDM1-30017,dXkQwekeKr36,5
VoiceMOS2023Track2-T02-SM1-IDM1-30017,lVX8O9w34p9n,4
VoiceMOS2023Track2-T02-SM1-IDM1-30017,oXn8vykRQGYl,3
VoiceMOS2023Track2-T02-SM1-IDM1-30017,rEG8ZPRV4ObN,5
VoiceMOS2023Track2-T02-SM1-IDM1-30018,DgqQ2OVe8AMo,5
VoiceMOS2023Track2-T02-SM1-IDM1-30018,Px249bPeQkgb,5
VoiceMOS2023Track2-T02-SM1-IDM1-30018,bgz8qRVdKPVN,5
VoiceMOS2023Track2-T02-SM1-IDM1-30018,eMw8BqzdQGa6,4
VoiceMOS2023Track2-T02-SM1-IDM1-30018,q1b8yM2L8ePE,4
VoiceMOS2023Track2-T02-SM1-IDM1-30018,q1b8yjAOKePE,2
VoiceMOS2023Track2-T02-SM1-IDM1-30019,75LQLXj7Qwyp,5
VoiceMOS2023Track2-T02-SM1-IDM1-30019,Eam8znqk87Mx,5
VoiceMOS2023Track2-T02-SM1-IDM1-30019,MNZ8D2Do4B9Y,4
VoiceMOS2023Track2-T02-SM1-IDM1-30019,oXn8vVAk8GYl,4
VoiceMOS2023Track2-T02-SM1-IDM1-30019,q1b8yMEo8ePE,2
VoiceMOS2023Track2-T02-SM1-IDM1-30019,rXG81VB1KLJN,5
VoiceMOS2023Track2-T02-SM1-IDM1-30020,Eam8znm987Mx,3
VoiceMOS2023Track2-T02-SM1-IDM1-30020,eB78grLLQJ2A,3
VoiceMOS2023Track2-T02-SM1-IDM1-30020,ovRKaDAm83kG,3
VoiceMOS2023Track2-T02-SM1-IDM1-30020,pkdQmJeW8Z1N,4
VoiceMOS2023Track2-T02-SM1-IDM1-30020,q1b8yjAJKePE,3
VoiceMOS2023Track2-T02-SM1-IDM1-30021,Gjy4NVlg46Pb,5
VoiceMOS2023Track2-T02-SM1-IDM1-30021,VDmQ7LMm81Yg,4
VoiceMOS2023Track2-T02-SM1-IDM1-30021,VDmQ7Lkb81Yg,4
VoiceMOS2023Track2-T02-SM1-IDM1-30021,ZxdQpPVaQJlr,4
VoiceMOS2023Track2-T02-SM1-IDM1-30021,rEG8ZeXpQObN,3
VoiceMOS2023Track2-T02-SM1-IDM1-30022,9a18RdRl4V2w,5
VoiceMOS2023Track2-T02-SM1-IDM1-30022,MOdKoRk987L9,3
VoiceMOS2023Track2-T02-SM1-IDM1-30022,VbPKe7A5Q3e6,3
VoiceMOS2023Track2-T02-SM1-IDM1-30022,Xv04Emeq4MJE,5
VoiceMOS2023Track2-T02-SM1-IDM1-30022,eMw8Bqe5QGa6,4
VoiceMOS2023Track2-T03-SF1-CDF1-30001,3N78GrA2QJPn,1
VoiceMOS2023Track2-T03-SF1-CDF1-30001,75LQLwA64wyp,1
VoiceMOS2023Track2-T03-SF1-CDF1-30001,MNZ8D2Zo4B9Y,1
VoiceMOS2023Track2-T03-SF1-CDF1-30001,VDmQ7Lvj81Yg,2
VoiceMOS2023Track2-T03-SF1-CDF1-30001,ZxdQpPxLQJlr,2
VoiceMOS2023Track2-T03-SF1-CDF1-30001,rXG81eZ08LJN,1
VoiceMOS2023Track2-T03-SF1-CDF1-30001,xND8xlVL8LRG,1
VoiceMOS2023Track2-T03-SF1-CDF1-30002,10q8rwo7K2gE,2
VoiceMOS2023Track2-T03-SF1-CDF1-30002,Oye4APAlK7vG,3
VoiceMOS2023Track2-T03-SF1-CDF1-30002,Px249bPeQkgb,2
VoiceMOS2023Track2-T03-SF1-CDF1-30002,mPgK0Avn4X76,1
VoiceMOS2023Track2-T03-SF1-CDF1-30002,ovRKaDL283kG,3
VoiceMOS2023Track2-T03-SF1-CDF1-30003,3N78G0jVKJPn,4
VoiceMOS2023Track2-T03-SF1-CDF1-30003,75LQLXmwQwyp,3
VoiceMOS2023Track2-T03-SF1-CDF1-30003,DgqQ2OYe8AMo,2
VoiceMOS2023Track2-T03-SF1-CDF1-30003,VbPKepBp83e6,1
VoiceMOS2023Track2-T03-SF1-CDF1-30003,WRm85LWdQDqA,2
VoiceMOS2023Track2-T03-SF1-CDF1-30003,bgz8qdA9QPVN,3
VoiceMOS2023Track2-T03-SF1-CDF1-30004,3N78G05PKJPn,1
VoiceMOS2023Track2-T03-SF1-CDF1-30004,DEN4P971QJkP,1
VoiceMOS2023Track2-T03-SF1-CDF1-30004,Oye4APzkK7vG,1
VoiceMOS2023Track2-T03-SF1-CDF1-30004,bgz8qdA9QPVN,1
VoiceMOS2023Track2-T03-SF1-CDF1-30004,kbJ4lPAW4NpM,2
VoiceMOS2023Track2-T03-SF1-CDF1-30004,kbJ4lXoV4NpM,1
VoiceMOS2023Track2-T03-SF1-CDF1-30004,oXn8vykRQGYl,1
VoiceMOS2023Track2-T03-SF1-CDF1-30005,3N78G0pmKJPn,1
VoiceMOS2023Track2-T03-SF1-CDF1-30005,Eam8znR987Mx,2
VoiceMOS2023Track2-T03-SF1-CDF1-30005,Gjy4NVAA46Pb,2
VoiceMOS2023Track2-T03-SF1-CDF1-30005,RAGKXNy2QV2k,1
VoiceMOS2023Track2-T03-SF1-CDF1-30005,VDmQ7LBm81Yg,3
VoiceMOS2023Track2-T03-SF1-CDF1-30005,bgz8qdA9QPVN,1
VoiceMOS2023Track2-T03-SF1-CDF1-30007,10q8rw6NK2gE,3
VoiceMOS2023Track2-T03-SF1-CDF1-30007,DgqQ2XY2KAMo,3
VoiceMOS2023Track2-T03-SF1-CDF1-30007,Oye4AP1lK7vG,2
VoiceMOS2023Track2-T03-SF1-CDF1-30007,dXkQwe7eKr36,4
VoiceMOS2023Track2-T03-SF1-CDF1-30007,kbJ4lXaz4NpM,4
VoiceMOS2023Track2-T03-SF1-CDF1-30007,pkdQmJa18Z1N,2
VoiceMOS2023Track2-T03-SF1-CDF1-30008,21eKjjAoKOBq,1
VoiceMOS2023Track2-T03-SF1-CDF1-30008,D7G8kJZLQoJg,2
VoiceMOS2023Track2-T03-SF1-CDF1-30008,bgz8qReDKPVN,2
VoiceMOS2023Track2-T03-SF1-CDF1-30008,bgz8qRgDKPVN,2
VoiceMOS2023Track2-T03-SF1-CDF1-30008,jzV4JbA642R7,2
VoiceMOS2023Track2-T03-SF1-CDF1-30008,mPgK0BoqQX76,3
VoiceMOS2023Track2-T03-SF1-CDF1-30008,ovRKaDym83kG,2
VoiceMOS2023Track2-T03-SF1-CDF1-30009,9xV4WOrl4anW,3
VoiceMOS2023Track2-T03-SF1-CDF1-30009,MA1KMBPO4jVp,1
VoiceMOS2023Track2-T03-SF1-CDF1-30009,ZxdQpXAXQJlr,2
VoiceMOS2023Track2-T03-SF1-CDF1-30009,bgz8qRzzKPVN,1
VoiceMOS2023Track2-T03-SF1-CDF1-30009,jzV4JbA642R7,1
VoiceMOS2023Track2-T03-SF1-CDF1-30009,pkdQmJeW8Z1N,2
VoiceMOS2023Track2-T03-SF1-CDF1-30009,q1b8yMPL8ePE,1
VoiceMOS2023Track2-T03-SF1-CDF1-30010,21eKjjAoKOBq,1
VoiceMOS2023Track2-T03-SF1-CDF1-30010,3kG8YNAbK6LP,2
VoiceMOS2023Track2-T03-SF1-CDF1-30010,9a18Rd2N4V2w,3
VoiceMOS2023Track2-T03-SF1-CDF1-30010,RAGKXPWJKV2k,3
VoiceMOS2023Track2-T03-SF1-CDF1-30010,VDmQ7Lqm81Yg,2
VoiceMOS2023Track2-T03-SF1-CDF1-30010,kbJ4lPAW4NpM,5
VoiceMOS2023Track2-T03-SF1-CDF1-30010,pkdQmJaW8Z1N,2
VoiceMOS2023Track2-T03-SF1-CDF1-30011,03586LMq4vMB,2
VoiceMOS2023Track2-T03-SF1-CDF1-30011,DgqQ2XY9KAMo,1
VoiceMOS2023Track2-T03-SF1-CDF1-30011,MOdKoRx987L9,1
VoiceMOS2023Track2-T03-SF1-CDF1-30011,jzV4JyAyK2R7,2
VoiceMOS2023Track2-T03-SF1-CDF1-30011,jzV4JymOK2R7,2
VoiceMOS2023Track2-T03-SF1-CDF1-30012,3N78G0GmKJPn,3
VoiceMOS2023Track2-T03-SF1-CDF1-30012,DEN4P9lVQJkP,4
VoiceMOS2023Track2-T03-SF1-CDF1-30012,RAGKXNyaQV2k,1
VoiceMOS2023Track2-T03-SF1-CDF1-30012,VbPKe7A5Q3e6,2
VoiceMOS2023Track2-T03-SF1-CDF1-30012,WRm85Lb1QDqA,4
VoiceMOS2023Track2-T03-SF1-CDF1-30012,bgz8qReOKPVN,2
VoiceMOS2023Track2-T03-SF1-CDF1-30014,921KVP0gQEXJ,2
VoiceMOS2023Track2-T03-SF1-CDF1-30014,D7G8kJv6QoJg,2
VoiceMOS2023Track2-T03-SF1-CDF1-30014,MA1KMBAj4jVp,1
VoiceMOS2023Track2-T03-SF1-CDF1-30014,MOdKoBAv87L9,1
VoiceMOS2023Track2-T03-SF1-CDF1-30014,Xv04Emld4MJE,3
VoiceMOS2023Track2-T03-SF1-CDF1-30014,ZxdQpPVaQJlr,1
VoiceMOS2023Track2-T03-SF1-CDF1-30015,15dQnBg3QOxP,2
VoiceMOS2023Track2-T03-SF1-CDF1-30015,75LQLwA64wyp,1
VoiceMOS2023Track2-T03-SF1-CDF1-30015,9xV4WOYx4anW,2
VoiceMOS2023Track2-T03-SF1-CDF1-30015,RAGKXPo3KV2k,3
VoiceMOS2023Track2-T03-SF1-CDF1-30015,pkdQmXAq4Z1N,5
VoiceMOS2023Track2-T03-SF1-CDF1-30015,q1b8yMEo8ePE,2
VoiceMOS2023Track2-T03-SF1-CDF1-30016,21eKjJ60KOBq,3
VoiceMOS2023Track2-T03-SF1-CDF1-30016,9a18RdBp4V2w,1
VoiceMOS2023Track2-T03-SF1-CDF1-30016,WRm85VRlKDqA,1
VoiceMOS2023Track2-T03-SF1-CDF1-30016,bgz8qRVdKPVN,4
VoiceMOS2023Track2-T03-SF1-CDF1-30016,mPgK0BvjQX76,1
VoiceMOS2023Track2-T03-SF1-CDF1-30017,3N78GrA2QJPn,1
VoiceMOS2023Track2-T03-SF1-CDF1-30017,D7G8kJm2QoJg,2
VoiceMOS2023Track2-T03-SF1-CDF1-30017,XlR8d5BXKvyg,3
VoiceMOS2023Track2-T03-SF1-CDF1-30017,eB78grd2QJ2A,1
VoiceMOS2023Track2-T03-SF1-CDF1-30017,ovRKapbD83kG,1
VoiceMOS2023Track2-T03-SF1-CDF1-30017,pkdQmJV38Z1N,2
VoiceMOS2023Track2-T03-SF1-CDF1-30018,03586Lbk4vMB,4
VoiceMOS2023Track2-T03-SF1-CDF1-30018,DEN4P9q3QJkP,1
VoiceMOS2023Track2-T03-SF1-CDF1-30018,MOdKoRZ287L9,1
VoiceMOS2023Track2-T03-SF1-CDF1-30018,Px249BPgQkgb,1
VoiceMOS2023Track2-T03-SF1-CDF1-30018,RAGKXPOdKV2k,2
VoiceMOS2023Track2-T03-SF1-CDF1-30018,rXG81VB1KLJN,1
VoiceMOS2023Track2-T03-SF1-CDF1-30019,03586EVjQvMB,1
VoiceMOS2023Track2-T03-SF1-CDF1-30019,10q8rwV1K2gE,3
VoiceMOS2023Track2-T03-SF1-CDF1-30019,DgqQ2O9e8AMo,1
VoiceMOS2023Track2-T03-SF1-CDF1-30019,MNZ8D2994B9Y,1
VoiceMOS2023Track2-T03-SF1-CDF1-30019,bgL4b2l54jvA,2
VoiceMOS2023Track2-T03-SF1-CDF1-30019,bgL4b2y54jvA,3
VoiceMOS2023Track2-T03-SF1-CDF1-30020,3kG8YNL7K6LP,4
VoiceMOS2023Track2-T03-SF1-CDF1-30020,DEN4P931QJkP,3
VoiceMOS2023Track2-T03-SF1-CDF1-30020,MNZ8D2Do4B9Y,1
VoiceMOS2023Track2-T03-SF1-CDF1-30020,PZ643LbjQA7y,3
VoiceMOS2023Track2-T03-SF1-CDF1-30020,VDmQ7AbEK1Yg,1
VoiceMOS2023Track2-T03-SF1-CDF1-30021,21eKjJ2GKOBq,1
VoiceMOS2023Track2-T03-SF1-CDF1-30021,Oye4APwrK7vG,1
VoiceMOS2023Track2-T03-SF1-CDF1-30021,bgz8qdAeQPVN,3
VoiceMOS2023Track2-T03-SF1-CDF1-30021,oXn8vyBEQGYl,2
VoiceMOS2023Track2-T03-SF1-CDF1-30021,ovRKaDrd83kG,2
VoiceMOS2023Track2-T03-SF1-CDF1-30021,pkdQmJn18Z1N,1
VoiceMOS2023Track2-T03-SF1-CDF1-30022,10q8rwX1K2gE,3
VoiceMOS2023Track2-T03-SF1-CDF1-30022,10q8rzAk82gE,1
VoiceMOS2023Track2-T03-SF1-CDF1-30022,10q8rzAk82gE,1
VoiceMOS2023Track2-T03-SF1-CDF1-30022,DEN4P9M3QJkP,2
VoiceMOS2023Track2-T03-SF1-CDF1-30022,PZ643Ld3QA7y,1
VoiceMOS2023Track2-T03-SF1-CDF1-30022,lVX8O90d4p9n,2
VoiceMOS2023Track2-T03-SF1-CDM1-30001,15dQnBopQOxP,1
VoiceMOS2023Track2-T03-SF1-CDM1-30001,21eKjJkeKOBq,1
VoiceMOS2023Track2-T03-SF1-CDM1-30001,Eam8zneP87Mx,1
VoiceMOS2023Track2-T03-SF1-CDM1-30001,MNZ8DXAv8B9Y,1
VoiceMOS2023Track2-T03-SF1-CDM1-30001,bgL4b26n4jvA,1
VoiceMOS2023Track2-T03-SF1-CDM1-30001,rEG8ZPLE4ObN,1
VoiceMOS2023Track2-T03-SF1-CDM1-30001,rEG8ZeXpQObN,3
VoiceMOS2023Track2-T03-SF1-CDM1-30002,03586LZy4vMB,1
VoiceMOS2023Track2-T03-SF1-CDM1-30002,15dQnBA3QOxP,1
VoiceMOS2023Track2-T03-SF1-CDM1-30002,DgqQ2O0v8AMo,1
VoiceMOS2023Track2-T03-SF1-CDM1-30002,Eam8zn7P87Mx,1
VoiceMOS2023Track2-T03-SF1-CDM1-30002,VDmQ7AbXK1Yg,1
VoiceMOS2023Track2-T03-SF1-CDM1-30003,10q8rzAB82gE,1
VoiceMOS2023Track2-T03-SF1-CDM1-30003,9a18RdrR4V2w,2
VoiceMOS2023Track2-T03-SF1-CDM1-30003,RAGKXPRJKV2k,1
VoiceMOS2023Track2-T03-SF1-CDM1-30003,kbJ4lXxx4NpM,1
VoiceMOS2023Track2-T03-SF1-CDM1-30003,mPgK0BEqQX76,2
VoiceMOS2023Track2-T03-SF1-CDM1-30003,rXG81eBx8LJN,2
VoiceMOS2023Track2-T03-SF1-CDM1-30004,9xV4WOWR4anW,1
VoiceMOS2023Track2-T03-SF1-CDM1-30004,Px249bZMQkgb,2
VoiceMOS2023Track2-T03-SF1-CDM1-30004,RAGKXPZJKV2k,2
VoiceMOS2023Track2-T03-SF1-CDM1-30004,VDmQ7AbXK1Yg,1
VoiceMOS2023Track2-T03-SF1-CDM1-30004,WRm85LBwQDqA,2
VoiceMOS2023Track2-T03-SF1-CDM1-30004,eB78grLLQJ2A,1
VoiceMOS2023Track2-T03-SF1-CDM1-30005,10q8rwn1K2gE,1
VoiceMOS2023Track2-T03-SF1-CDM1-30005,D7G8kJg6QoJg,1
VoiceMOS2023Track2-T03-SF1-CDM1-30005,DgqQ2OGW8AMo,1
VoiceMOS2023Track2-T03-SF1-CDM1-30005,ZxdQpPeEQJlr,4
VoiceMOS2023Track2-T03-SF1-CDM1-30005,ZxdQpXAXQJlr,1
VoiceMOS2023Track2-T03-SF1-CDM1-30007,9xV4WOLl4anW,2
VoiceMOS2023Track2-T03-SF1-CDM1-30007,9xV4WOlm4anW,2
VoiceMOS2023Track2-T03-SF1-CDM1-30007,MNZ8DXAA8B9Y,2
